,sentence
1274,"반말 [7 ]이나 욕을 쓴 적이 거의 없으며 방송 초기에는 항상 공손한 말투를 유지했으나 이후엔 ' 나는~' '~ 해' 와 같은 해체의 말투로 바뀌었다 차분한 목소리로 공략을 이해가 잘 되도록 설명해 주는 점이 매력 포인트 .2019 년 1월 13일 기준 유 튜브 구독자 100,000명을 달성하여 하얀 귤 유 튜브 커뮤니티에 구독자 100,000명 달성을 감사하는 게시 글을 올렸다."
1275,"팬네 임 "" 모에 단"" 은 원래 모 질이 였다가 욕 같다고"
1276,""" 여기가 동쪽. 여기가 서쪽. ""4 방위를 그리는데 동쪽과 서쪽을 반대로 쓰며"" 미국의 수도? ' 뉴욕'"" 트수의 질문에 모 잉 이의 대답"" 캐나다가 미국 위에 있어?"" 도핑 합방 중 공파리 파와 새우 새우가 캐나다 이야기를 하던 중 날린 질문"" 조깅이 영어... 겠지... 하, 한국어야? ' 런닝' 인가?"
1277,"( 포켓 몬 GO 갤러리 갤러들의 단 톡 방 테러는 뽀쪽뽀쪽의 의지와는 전혀 상관없이 이루어졌으며, 뽀쪽뽀쪽은 이를 무마하고자 노력하였음.) 하지만 엄청난 반전이 있는데 ...2017 년 12월 19일 아프리카 내의 어수 선( 국정감사 등) 한 상황에서 그동안 그냥 넘기던 가벼운 욕설이나 운전 중 방송 진행 등의 사유가 누적되어 3일 정지를 당했다."
1278,"( 방송여건, 유 튜브 음 원 저작권 문제 등등) 그리고 요즘엔 후원에 대해 선 해탈(?!) 한 것인지 전보다 리액션에 대한 욕심이 크지는 않은 것 같다 2020년 9월 쯤, 디시 인사이드 포켓 몬 고 갤러리에서 한 사람이 뽀박 사 GPS 조작 의혹을 제기했다."
1279,여담으로 많은 시청자들의 걱정과는 달리 예상 외로 클린했다고
1280,때문에 어느 날 라이브 중 어떤 외국인 시청자가 포르투 갈 어로 어떤 욕을 했었는데 그걸 단번에 알아먹은 적도 있었다.
1281,무슨 얘기인가 하면 흡연을 전혀 하지 않는 100 퍼센트 클린한 사람도 아니고 골초도 아니라고 한다.
1282,금 게임을 자주 하는데 이는 시청자들의 재미를 위해서 하는 것이지 본인의 욕구 해소나 다른 이유 때문에 하는 것은 아니라 한다.
1283,[20] 서로를 만나면 욕부터 박으면서 놀지만 서로 컨텐츠를 챙겨 주기도 하는 친한 사이. 푸린이 다이어트에 실패하면 아 구이 뽀의 요리를 먹겠다고
1284,"(1 번 평상시, 2번 대홍단, 3번 빻구, 4번 잼 미니, 5번 욕쟁이 할머니, 6 번 누님, 7번 노래용) 본인 입으로는 VR 방송할 때는 팬티만 입고(?!) 한다고 한다."
1285,[16] 동 영상 소개란에 도 비판은 수용하지만 일방적인 비난과 욕설은 삼가 달라고 적혀 있다.
1286,"상징이라 할 수 있는 황 9는 [9] 일명 ㅈ 구, 갓 구, 킹 구 라 불리면서 기 막사의 트롤 플레이에 빠지지 않고 등장하며 하도 많이 써먹다 보니 황 9만 봐도 "" ㅈ 구"", "" 기 막사 충"", "" 안 봐도 막자"" 이라면서 싫어하거나 강 퇴시키는 유저도 나왔을 정도. 그래서 기 막사가 강 퇴당하는 장면은 초창기에는 매우 잘 나왔고 지금도 잊혀 질만하면 나오는 편. 본인도 황구를 욕하면서도 나름 5 강 풀파츠에 [10] 자신의 프로필 사진, 썸 네 일에 자주 써먹고 황구가 X 엔진으로 나오면 살 거냐"
1287,"물론 본인이 이걸 본다면 무슨 개소리냐며 욕할 듯 기 막사가 방장을 얻었을 때, 개 청자들이 들어오면 자주 강 퇴시키고는 한다."
1288,"하지만 그 유저들 중 소수는 정상적인 방에서 고의적으로 팀 킬 을 하거나, 막자를 하는 행동, 비번이 걸려 있는 교 티 방까지 폭파시켜서 기 막사는 욕을 아주 많이 먹고 있다."
1289,계속 강 퇴시키다 지치게 만들어서 다른 인원에게 방장을 넘겨주거나 해당 방을 나가서 방을 다시 파게 만드는 게 패턴. [24] 그 외 멀티 플레이 중에 욕설이나 패드 립 유저가 있으면 자신은 완주하든지 말든지 상관없이 완주 직전에 역 주행으로 혹은 주행 내내 막 자를 하면서 리 타이어시키는 참교육 영상도 있다.
1290,"핵 유저들을 이긴 후에는 서슴없이 욕을 하고, 지거나 심지어는 핵 유저에게 강 퇴까지 당하더라도 항상 철저히 신고를 한다."
1291,그렇기에 르브론이 떠 남으로 팀이 자유롭게 탱킹을 하고 상위 픽으로 젊은 유망주를 뽑은 뒤 어느 정도 안정된 후에 르브론이 컴백하면 자연스럽게 큰 돈을 들이지 않고도 마이 애 미 시절처럼 빅 3 나 최소한 스탁 턴- 말론의 픽 앤 롤 듀오를 만들 수 있었기 때문. 실제로 그것은 현실이 되었다 하지만 캐벌 리 어스에게 어 빙 을 뽑은 픽이 상당히 낮았는데 어 빙 을 뽑은 점이 마저도 음모론이 나온 다이나 르브론이 떠나는 과정에서 엄청 욕을 먹었다는 점에서 결과론적인 말에 가깝다.
1292,르 브론 자신이 트레이드 카드였다면 몇 년치 1 라운드 유망주와 벤치 에이스 다수는 기본으로 받았을 터. 또 한 팀에 복귀할 생각이었다면 더 디시 전 같은 삽질로 욕을 굳이 처먹을(...) 필요도 없었다.
1293,"이런 이유로, NFL 의 캘 빈 존슨, NBA의 드와이트 하워드 등과 함께 다음 이종 까페나 격 갤 같은 이종 격투기 커뮤니티에서 가끔 발생하는 피지 컬 괴물( 격투기능력이 아니라 순수한 운동능력을 말한다) vs 놀이 떡밥에 고정 등판하는 선수 .MLB 뉴욕 양 키스의 팬으로 알려 져 있다."
1294,"문제는 2007년 뉴욕 양 키스와 고향 팀 클 리 블 랜드 인디언스와의 아메리칸리그 디비전 시리즈가 열렸을 때, 클 리 블 랜드의 홈 구장 제이 콥스 필드 (2008 년부터 프로 그레 시브 필드로 개명 )에 양 키스 모자를 쓰고 나타나서 양 키스를 응원하는 모습이 포착되어 고향 팬들에게 욕을 왕창 얻어먹었다."
1295,절친한 관계인 CC 사바 시 아가 밀워키 브루어스에서 FA로 풀리자 양 키스로 가라고 권유한 것도 바로 르 브론. 비슷하게 사바 시아도 르브론한테 뉴욕 닉스로 가라고 권유한 적이 있다.
1296,"년 5월 12일, 선비는 나무 위 키에 올라온 자신의 설명을 보고 욕을 했다.2018"
1297,당시 각 유튜버의 팬들이 상대 스트리머의 방에 넘어가 욕설을 하기도 하였다.
1298,영상에 영웅님이 우스꽝스러운 표정을 지었는데 이때 선비가 아 헤 가 오 [3] 라는 말을 언급 하셔서 댓 글로 욕 좀 드셨다.2020
1299,"극대 노가 되면 난폭 해지고, 욕설을 찰지게 한다."
1300,"한다고 등학생 때 알아주는 날라리에게 친구 제안을 받은 적이 있다 "" 고 2 면 미래를 준비해야 하는데 내 친구들과 다니면 그러지 못할 것 같고 혼자 다니기는 싫은데 너는 재미있어 보인다"" 라고 선비는 거절했지만 그 친구는 뒤에서 선비를 욕하는 아이들을 막았다고"
1301,와 구독 버튼 눌러 주세요 는 덤. 까놓고 말해서 ' 유 튜브 거지' 들이라고 해도 이상할 게 없는 이런 유저들의 저급 영상 범람은 양질 컨텐츠의 노출을 줄어들게 하지만 이러한 영상들을 뚜렷하게 규제할 만한 사유는 없다 보니 매번 당하던 사람은 계속 당하고 욕할 뿐이다.
1302,"컨셉을 ' 부모님 앞에서도 볼 수 있는 영상' 으로 정하고 욕이나 비속어를 거의 쓰지 않으며, 남 탓도 적은 편이다."
1303,한국에 들어온 뒤로 많이 친 해져 서로 걱정 쌍 욕을 하기도 한다.
1304,"한국에서 욕설로 쓰이는 ' 개새끼 '를 순화해 쓰는 용도로 쓰기도 하는데, ' 강아지 '를 표준 국어대사 전에서 찾아보면 ' 개의 새끼 '라고 나와 있기 때문에 맞는 용법이다(...). 되도록 이면 새끼 개라고 하자... 귀엽게 생긴 경우가 많다."
1305,어느 정도 아이템을 갖추면 더 욕심을 부리지 않고 적이 눈앞에 있을 때도 서둘러 잡지 않고 그 상대를 놀리며 즐긴다.
1306,"출처. 방송 출연 전에는 주로 연극 무대에서 활동을 해 왔고, 지상 파 출연은 MBC 무한 도전 ' 뉴욕 상륙 작전' 비빔 밥 홍보 광고에 단체 출연( 아래 기록 참조), 드라마 넌 내게 반했어의 단역 등을 제외하고는 거의 전무했다."
1307,"후반부에 문제를 틀렸을 시 ' 또' 가 나와서 설명을 다시 하고, 문제를 주는데 5초 안에 못 맞추면 사전에 이벤트 응모를 위해 적어 놓은 전화번호로 욕 전화가 간다."
1308,"이 광고가 히트를 치자 추가공개 된, 음성 무한자유요금제 가입자 20만 돌파 기념 귀요 미 인증 송 패러디는 항목 참조. 배우의 욕 데 레 속 성은 작품에도 영향을 미쳐서 국가 대표 2 영화에서도 반칙한 상대 팀에게 단어는 순화했지만 찰지게 욕을 하는 장면이 들어갔다."
1309,"재밌는 사실은 독실한 크리스찬이기 때문에 욕을 이 정도로 해본 것이 처음이라고. 백미는 「 쨕」 1 화에서의 불륜(?) 현장 급습 씬. 시즌 3에서는 오초 희의 등장과 한서 진의 재등장으로 시즌 2에서 얻은 역할이 붕 뜨는 것이 눈에 보였는데, 한서 진은 얼마 못 가 하차하고 오초 희가 색 기담당을 완전히 꿰차면서 김 슬기는 「 여의도 텔 레 토비 」를 필두로 시사 쪽과 망가지는 쪽에서 독보적으로 활약하기 시작했다."
1310,[9](...) [10] 시즌 2에서 「 위 켄드 업데이트」 코너의 하위 코너로써 새로이 선을 보인 「 여의도 텔 레 토비 」에서 새 누리 당의 캐릭터인 또를 맡으면서 차진 욕설 연기를 폭발시켰다.
1311,"귀여운 외모인데 험하고 차진 욕설과 표정 연기가 일품. 그리고 여의도 텔 레 토비 리턴 즈 7 화에서 ' 또' 의 욕설과 폭력성으로 코너가 폐지되게 생겼다는 구자형의 멘트에 눈물을 글썽거리면서 "" 저기... 제가요... 하는 일이 이거밖에 없거든요... 제 첫 직장이구... 아직 학자금 대출도 갚아야 되는데... 앞으로 욕 많이 안 할게요"
1312,그러다가 마지막 장면에서 찰지게 욕 한 사발 날려 주셨다.12
1313,어떤 네티즌이 장인 정신을 발휘하여 2010년 무한 도전 ' 뉴욕 상륙작전' 에피소드에서 비빔밥 홍보 동영상에 서울 예대 학생 일원으로 동원된 걸 발견하기도 했다.
1314,"방영 연도 방송사 제목역할 비고 2010년 MBC 무한 도전 [16] 뉴욕 상륙작전 특집 2013년 바텐더 선지 무한 도전 뱀파이어 헌 터 2011년 tvN 새 터 데이 나 잇 라이브 코리아 크루 시즌 1~4 [17 ]2012 년 'SNL 코 멘 터 리 - 이 맛이 SNL' 코 멘 터 리 참여 EBS' 어머니 전' 장 진 감독과 김 금례 여사 편 출연 [18 ]2013 년 KM 뮤직 트라이 앵글 인터뷰 및 공연 [19 ]Mnet20 's Choice Award 공동 진행자, 수상후보 겸 공연 자 온 스타일한 여름 밤의 꿈 소나기 2 제 3회 멘 토 김 슬기 [20 ]SBS 월드 챌린지 우리가 간다 전 현무와 동반 출전. [21 ]2013 년 12월 18일 MBC 라디오스타 게스트 집착 남들의 수다 출연 (358 회 )2013 년 12월 28일 JTBC 히든 싱 어 2 게스트 12회 故 김 광석 편 출연 [22 ]2014 년 1월 3일 마녀 사냥 게스트 23회 제 2부 ' 그린 라이트를 꺼줘 '2017 년 2월 23일 KBS2 해피 투 게 더 게스트 487회 예능 공조 특집 2017년 MBC 나 혼자 산다 게스트 방영 연도 방송사 제목 배역 이름 비고 2011년 MBC 넌 내게 반했어"
1315,찾아갔을 때 1개를 쏘고 뿌뿌빠 춤을 추는 기 뉴 다를 보고 재밌어 하며 1개를 또 쏘지만 기 뉴 다는 정색을 하며 홍구에게 욕을 한다.
1316,하지만 거기까지. 기 뉴 다는 장비에 대한 욕심은 끝이 없어서 토고 걸을 계속 노예처럼 부려먹는다.
1317,"단지, 정글 차이가 게임 승패에 영향을 크게 준다는 것을 간과한 점, 브론즈 정글카드를 뽑아 놓고 고작 3주 만에 실력이 일취 월장하길 바란 잘못된 판단, 그리고 각 포지션의 숙련도를 고려하지 않고 원 딜 만 4명 뽑아 버리는 패착들이 비판 받아야 할 대상인 것.- 1 안 2 안에 유나 땅이 이미 있었다는 것을 알 수 있는 게시 글들 - # , # , # , # , # , # 한 마디로 요약하면, ' 대학을 안 보고 스펙으로만 뽑았는데 뽑고 보니 다 SKY 대' 와 같은 맥락으로 ' 시청자 의견을 들어 이상 호, 김 민 교가 뽑고 보니 2명이 항엔 터' 였던 셈으로 아무것도 관여 안한 기 뉴 다가 욕먹는 건 억울할 수 밖에 없는 상황이였다."
1318,"이와 별개로 트위치 시청자들 사이에서는 평판이 그야말로 최악으로 떨어졌는데, 엄연히 가벼운 교류 전으로 시작한 플랫폼 대전을 [32] 본인 사리 사욕을 위해 지나치게 과열시켜 대전에 참여하는 방송인들을 살얼음판에 몰아넣고 본인은 이득을 챙겼다는 것이 그 이유이다."
1319,[38 ]BJ 가 멘 탈이 좋은 편이며 욕설도 하지 않는다.
1320,"공지를 올려 막 다가 포기해 버리면서 친목 없는 클린방송 컨셉이 아예 사라지고, 수면제 방송이 됐다."
1321,로그 인해서 보려면 즐 찾을 해야 볼 수 있다 # 글에 욕 하나 없이 진심으로 쓴 글로 보이며 추천 수나 댓 글도 충분히 공감이 가는 듯. 근데 아래 ㅋㅋ 글은 매니저의 팬이 이럴 거면 멸망 전 하지 말라는 글 해당 항목에 대한 악 시의 해명 [87]( 해당 유저가 별 풍선을 쏜 후 )XX 님도 나를 좀 많이 좋아하는 거 같더라?
1322,"당연히 할 말이 없다 [25] 방송은 그 때 한라 봉의 욕설로 클린 채팅 컨셉은 온 데 간 데 없이 증발해 버렸고, 지켜보던 매니저는 그 어떤 제재도 할 수 없었다."
1323,[26] 근데 부들부들 Yo가 늦게 와서 상황판단이 안됐는지 욕하지 말라고
1324,"[32] 게임의 유불리를 따지며 남 탓을 하긴 하지만, 악 시 본인에게 들어오는 비난이나 욕설은 뒤끝 하나 남기지 않고 처리가 되거나 [33] 무시해 버리는 반응이 대다수. 또 한 비난과 욕설이 들어와도 차분히 무시하고 게임을 하기 때문에 누구랑 다르게 게임 진행에는 문제가 없다."
